transaction_id,customer_id,transaction_datetime,amount,merchant_category,transaction_type,channel,card_present,is_international,device_trust_score,ip_risk_score,account_age_days,txn_count_24h,avg_amount_30d,time_since_last_txn_sec,same_device_as_last,device_id,is_fraud
T0000585,100954,2024-07-17 12:39:07,282.3,grocery,pos,in_person,1,1,0.923,29,195,3,311.43,3974,1,D27476870,1
T0000902,100349,2024-02-29 01:58:46,162.76,healthcare,pos,mobile,1,0,0.457,9,391,1,106.59,5112,1,D13640786,0
T0000060,100268,2025-08-14 10:39:44,354.76,restaurants,pos,mobile,1,1,0.549,54,138,1,268.44,1468,1,D21411183,1
T0000329,100787,2024-01-31 15:18:39,51.69,online_services,online,web,1,0,0.647,7,527,1,246.08,444,1,D96787787,1
T0000097,100829,2025-03-22 14:49:28,45.13,utilities,pos,in_person,1,0,0.876,19,377,2,301.03,971,1,D39131325,0
T0000313,100683,2025-02-01 17:00:50,713.04,grocery,online,in_person,1,0,0.642,17,102,0,1.0,26,1,D78353185,1
T0000975,100716,2025-04-07 11:44:19,60.36,gas,pos,mobile,1,0,0.659,0,725,2,181.99,10736,0,D30991691,0
T0000300,100109,2024-02-02 20:49:31,199.38,online_services,transfer,mobile,0,0,0.475,16,1309,0,79.83,581,0,D30153357,1
T0000278,100165,2024-01-10 08:04:04,54.53,electronics,online,in_person,1,0,0.61,26,1170,5,132.21,3660,1,D56115090,1
T0000925,100260,2025-06-23 10:06:51,127.8,grocery,online,web,1,1,0.497,15,2653,1,1.0,1741,1,D76375571,0
T0000602,100479,2024-07-24 19:00:22,88.25,restaurants,pos,ivr,1,0,0.817,13,3088,1,90.88,5913,1,D95343743,0
T0000440,100808,2024-12-15 16:52:52,218.13,grocery,online,mobile,1,0,0.615,41,138,0,189.94,110,0,D44259341,1
T0000838,100821,2025-11-23 04:57:29,536.32,restaurants,transfer,web,0,0,0.284,35,39,3,1.0,1025,1,D60148220,1
T0000571,100985,2024-12-12 14:44:01,40.31,online_services,pos,mobile,1,0,0.203,62,1257,1,22.56,294,0,D92706503,1
T0000880,100100,2024-08-16 04:57:49,144.72,restaurants,online,in_person,1,0,0.497,20,50,0,342.44,11366,0,D47307349,0
T0000262,100794,2025-12-23 10:01:41,116.78,travel,pos,in_person,1,0,0.767,81,334,2,177.28,125,1,D14541485,1
T0000579,100475,2024-03-15 13:03:33,118.24,grocery,transfer,mobile,1,0,0.868,11,911,0,185.76,4089,1,D91325928,0
T0000024,100628,2025-05-11 07:31:39,129.14,gas,transfer,web,1,0,0.362,17,356,0,1.0,1660,1,D91731052,0
T0000031,100106,2024-09-05 23:32:03,1019.92,entertainment,pos,web,0,1,0.535,40,1867,3,1.0,3436,0,D49533860,1
T0000618,100948,2025-10-10 09:24:18,184.47,gas,online,in_person,1,0,0.432,7,164,1,92.64,4947,0,D90693042,0
T0000011,100154,2025-03-28 23:26:24,327.49,online_services,pos,web,1,0,0.932,33,485,1,56.41,257,0,D97321652,1
T0000222,100186,2024-02-16 08:32:01,184.61,gas,online,web,0,1,0.276,5,1703,0,280.08,2239,1,D82599320,1
T0000821,100255,2024-11-25 09:25:10,96.24,electronics,online,in_person,0,1,0.365,41,1887,4,309.07,2738,1,D55795276,1
T0000297,100680,2025-08-18 08:42:34,193.72,electronics,atm,in_person,1,0,0.406,33,1246,5,145.7,1757,1,D83817937,1
T0000055,100872,2024-06-23 05:04:47,97.19,online_services,pos,web,1,0,0.889,57,1637,1,83.83,14931,1,D92367473,0
T0000543,100166,2025-09-28 17:29:41,185.47,travel,pos,web,0,0,0.393,36,12,1,84.16,514,1,D53327867,1
T0000210,100153,2025-07-27 16:38:00,109.87,entertainment,pos,in_person,1,0,0.286,66,3278,2,1.0,1956,1,D16363460,0
T0000605,100372,2024-11-06 10:39:39,83.68,grocery,online,in_person,0,0,0.601,0,85,2,134.31,392,1,D86456140,1
T0000693,100882,2024-10-13 05:10:24,349.62,healthcare,online,in_person,0,0,0.387,41,2585,3,1.0,430,1,D32790131,1
T0000663,100426,2024-08-31 08:45:30,65.88,restaurants,transfer,in_person,0,0,0.236,32,775,0,50.97,588,0,D97320084,1
T0000867,100950,2025-10-22 00:42:49,44.35,restaurants,transfer,web,1,1,0.808,22,1111,2,219.19,1306,1,D99918466,1
T0000071,100668,2025-01-26 21:21:12,47.08,restaurants,online,mobile,0,0,0.707,50,10,2,246.76,1020,1,D52203718,1
T0000544,100330,2024-04-21 18:27:04,126.3,restaurants,pos,web,0,0,0.759,20,2692,3,95.04,116,1,D84360684,1
T0000108,100098,2025-10-26 13:33:18,109.38,grocery,atm,web,0,0,0.947,36,122,3,47.92,5514,1,D60177527,1
T0000494,100554,2025-05-13 06:02:08,223.31,travel,pos,mobile,1,0,0.828,53,410,3,91.35,13749,0,D86858162,0
T0000591,100125,2024-01-09 01:14:20,49.4,healthcare,pos,in_person,0,0,0.62,74,422,2,1.0,2121,0,D19414780,0
T0000742,100568,2025-05-18 21:25:14,432.23,entertainment,online,web,0,0,0.728,21,154,5,59.22,3917,0,D70877290,1
T0000293,100035,2024-04-03 23:52:49,557.99,restaurants,pos,mobile,1,0,0.837,62,3424,3,104.68,223,0,D78037366,1
T0000290,100091,2025-10-10 15:33:15,135.21,grocery,pos,in_person,1,0,0.653,50,214,1,244.6,7408,1,D68405220,1
T0000653,100592,2025-10-22 13:22:17,665.87,travel,online,mobile,1,0,0.914,51,1563,4,1.0,7347,1,D40567108,0
T0000040,100194,2025-05-21 09:35:59,266.54,grocery,pos,in_person,0,0,0.852,29,485,1,96.3,4145,0,D76504243,0
T0000590,100941,2025-04-15 21:28:21,632.71,restaurants,online,mobile,1,0,0.701,41,2695,1,37.26,354,0,D16707736,1
T0000308,100122,2025-06-08 06:19:43,478.21,gas,pos,mobile,1,0,0.318,67,2145,1,182.42,5485,0,D16762647,1
T0000680,100118,2025-06-12 04:58:25,127.71,entertainment,pos,web,1,0,0.839,34,1458,2,74.35,1705,1,D77787721,0
T0000067,100296,2024-09-26 16:18:33,108.43,entertainment,pos,in_person,1,0,0.347,16,1224,1,312.72,1347,1,D93049898,1
T0000276,100212,2024-12-24 00:38:26,210.03,gas,transfer,in_person,1,1,0.9,45,2315,2,171.79,2596,1,D51677280,1
T0000068,100459,2025-04-19 06:23:35,97.89,gas,atm,in_person,0,0,0.92,60,1394,0,1.0,5862,1,D11826978,0
T0000319,100520,2025-05-02 10:42:50,361.63,utilities,pos,mobile,1,0,0.447,41,3650,0,300.39,6261,0,D96391124,1
T0000549,100451,2024-11-12 11:16:00,280.39,utilities,pos,mobile,1,0,0.742,73,606,4,119.04,1963,0,D39350205,1
T0000999,100780,2025-12-19 03:05:34,166.95,grocery,atm,in_person,1,0,0.61,43,1905,0,1.0,2005,1,D87557010,0
T0000715,100846,2025-07-01 16:19:42,122.78,entertainment,atm,mobile,1,0,0.35,15,1836,2,116.78,9711,0,D35087428,0
T0000754,100127,2025-04-15 13:02:50,938.12,electronics,pos,web,0,1,0.462,42,1328,2,138.58,2192,1,D82429230,1
T0000328,100597,2025-04-23 07:24:44,139.73,travel,pos,in_person,1,0,0.639,30,401,0,16.32,3344,1,D74013952,0
T0000383,100059,2025-07-12 04:55:09,35.09,electronics,online,in_person,1,0,0.79,14,415,1,124.59,11492,1,D66762971,0
T0000452,100941,2024-03-13 22:39:06,203.14,travel,pos,in_person,0,0,0.707,14,370,0,59.59,8382,0,D24862849,0
T0000523,100139,2024-05-30 09:49:58,493.84,entertainment,atm,in_person,1,0,0.894,56,1921,3,217.25,9535,1,D95431488,0
T0000219,100493,2025-02-11 06:20:09,129.15,entertainment,pos,web,1,0,0.567,5,1624,3,238.33,9055,0,D56567250,1
T0000788,100368,2025-12-02 16:44:36,123.64,healthcare,atm,web,1,0,0.604,27,1154,2,34.8,5904,0,D96672532,0
T0000437,100249,2024-04-28 22:49:59,91.79,online_services,online,mobile,1,0,0.535,24,2757,2,140.42,8735,1,D46569957,0
T0000765,100449,2024-02-18 10:51:21,201.69,restaurants,pos,in_person,1,0,0.405,44,74,3,175.56,7820,0,D24801978,1
T0000089,100288,2025-10-09 04:33:14,228.76,entertainment,pos,in_person,1,0,0.541,8,155,5,87.54,1496,1,D14869025,0
T0000064,100562,2025-06-29 04:39:43,251.54,utilities,atm,web,0,0,0.393,28,2586,1,243.47,4294,1,D21026076,1
T0000827,100613,2025-05-26 12:38:00,152.6,utilities,pos,web,0,0,0.221,2,3650,6,148.74,4141,1,D24288950,1
T0000717,100947,2025-10-04 12:23:07,36.34,electronics,pos,in_person,1,0,0.584,21,1883,3,110.89,13014,0,D24961330,0
T0000352,100326,2025-01-12 09:11:22,317.96,electronics,pos,in_person,0,1,0.612,63,1579,2,167.57,3961,1,D54718733,1
T0000937,100260,2025-08-04 11:57:33,52.68,travel,pos,mobile,0,0,0.309,46,440,1,168.47,11411,1,D53392848,1
T0000257,100872,2024-07-14 08:21:12,219.49,restaurants,online,mobile,1,0,0.74,0,1059,2,100.41,17933,1,D95863505,0
T0000636,100819,2024-09-11 06:34:57,114.71,travel,atm,mobile,1,0,0.47,0,327,0,69.89,5107,1,D44038684,0
T0000645,100204,2024-02-22 19:59:58,109.55,grocery,transfer,web,1,0,0.24,46,98,3,190.3,1165,1,D88966533,1
T0000555,100468,2025-04-26 23:11:52,137.22,online_services,pos,mobile,1,0,0.419,24,869,2,12.31,125,0,D11921279,1
T0000960,100450,2025-10-07 01:12:45,214.27,utilities,atm,in_person,1,0,0.378,36,131,3,128.12,16324,1,D60325623,0
T0000169,100735,2024-07-03 21:28:10,128.9,restaurants,pos,in_person,0,0,0.687,47,92,0,497.95,3666,1,D62789642,0
T0000918,100424,2024-07-04 17:57:54,239.0,restaurants,pos,in_person,0,0,0.908,30,1410,1,183.78,8416,1,D64649747,0
T0000529,100677,2025-05-10 11:34:56,187.24,electronics,transfer,in_person,0,0,0.338,41,194,1,1.0,4291,1,D53139724,0
T0000824,100055,2025-07-13 21:46:19,22.09,grocery,atm,mobile,1,0,0.73,43,307,1,185.25,1082,0,D60266787,0
T0000986,100386,2025-11-19 23:04:39,262.11,restaurants,atm,web,1,0,0.366,42,1098,2,190.09,2461,1,D36053685,1
T0000817,100407,2025-11-11 18:35:49,103.36,online_services,online,ivr,0,0,0.408,13,405,1,163.79,3400,1,D42199480,1
T0000087,100241,2025-05-07 03:17:55,97.27,grocery,online,in_person,1,0,0.449,31,626,2,230.46,4345,0,D34797508,1
T0000433,100065,2025-09-24 16:09:14,131.9,gas,pos,in_person,1,0,0.426,54,571,4,31.7,2186,1,D47705772,0
T0000185,100090,2024-02-01 02:55:34,218.3,travel,online,mobile,1,0,0.448,57,3650,3,235.6,8949,0,D71293618,1
T0000979,100226,2024-02-23 12:22:30,41.46,electronics,transfer,mobile,1,0,0.232,27,452,4,170.2,3968,0,D19085328,0
T0000535,100490,2024-07-27 10:18:57,36.26,restaurants,pos,web,1,1,0.43,40,593,3,1.0,485,1,D22407082,0
T0000295,100055,2025-10-21 06:51:28,119.92,travel,pos,mobile,1,0,0.367,39,1959,0,64.16,825,1,D82291256,1
T0000893,100306,2025-10-24 10:08:08,102.77,healthcare,pos,web,0,0,0.821,0,59,1,250.1,12107,1,D39818931,1
T0000426,100290,2025-12-21 16:41:48,107.53,travel,transfer,in_person,0,0,0.538,31,3650,0,50.8,5972,1,D33699073,1
T0000714,100996,2024-03-02 00:57:31,146.81,travel,online,in_person,1,0,0.432,33,2059,1,172.19,853,0,D89126423,1
T0000261,100160,2024-06-20 01:22:40,119.78,electronics,online,mobile,1,0,0.925,46,824,2,1.0,5988,1,D22338230,0
T0000238,100018,2024-07-30 20:08:53,128.2,travel,online,in_person,1,0,0.681,17,953,4,1.0,6397,1,D25733416,0
T0000560,100880,2025-08-23 12:03:56,66.69,electronics,pos,in_person,0,0,0.233,58,243,4,229.21,4734,1,D48147547,1
T0000584,100953,2025-06-19 03:13:22,56.55,entertainment,online,mobile,0,0,0.44,8,1470,3,133.98,9571,0,D67686116,0
T0000446,100298,2025-10-30 05:28:43,39.28,utilities,online,web,1,0,0.532,48,350,2,358.71,24113,0,D97504228,0
T0000868,100076,2024-06-01 01:31:55,102.9,electronics,atm,in_person,0,0,0.729,33,981,3,1.0,4975,1,D24965908,0
T0000801,100967,2024-06-24 11:54:25,69.37,gas,pos,in_person,1,0,0.53,32,710,2,270.66,1719,1,D97248499,0
T0000600,100516,2024-01-09 11:39:49,30.04,utilities,transfer,in_person,0,0,0.642,40,1264,0,403.14,11159,1,D58774702,0
T0000850,100951,2024-11-09 07:11:22,354.99,entertainment,pos,mobile,1,0,0.931,0,792,2,1.0,3758,1,D42230029,0
T0000266,100976,2024-10-15 08:17:07,369.24,entertainment,atm,in_person,1,1,0.907,54,2133,1,239.15,7461,0,D82703100,1
T0000996,100847,2025-06-09 00:06:31,203.86,electronics,online,in_person,1,0,0.583,0,686,2,210.81,2140,0,D83208321,1
T0000530,100717,2025-04-07 15:06:09,606.83,grocery,online,mobile,0,0,0.93,18,1241,2,287.01,1689,1,D38613316,1
T0000056,100055,2024-05-03 05:45:33,83.51,travel,online,web,1,0,0.856,29,784,0,297.51,3408,1,D91781137,0
T0000121,100393,2024-02-22 09:25:51,59.08,electronics,pos,web,1,0,0.449,20,2171,4,131.13,1606,1,D48439010,1
T0000216,100160,2024-12-08 08:08:47,365.94,electronics,pos,ivr,1,0,0.929,64,60,2,59.6,57,0,D65774605,1
T0000026,100147,2025-07-18 10:14:01,108.1,restaurants,atm,mobile,0,1,0.648,12,770,4,298.75,6043,0,D96381973,1
T0000073,100926,2024-01-11 11:24:03,64.88,online_services,online,in_person,1,1,0.685,38,378,4,224.96,676,0,D14240415,1
T0000045,100331,2025-10-20 21:39:21,164.85,grocery,transfer,web,1,0,0.4,10,108,2,154.33,1386,1,D94018048,1
T0000248,100318,2025-11-30 19:39:54,775.28,grocery,pos,mobile,1,0,0.407,81,309,4,58.73,4444,0,D16827193,1
T0000722,100688,2024-06-27 19:41:09,409.61,grocery,pos,in_person,1,0,0.396,19,55,1,115.34,3223,1,D59527351,1
T0000282,100155,2024-08-30 10:38:42,30.87,healthcare,pos,in_person,1,0,0.753,8,1553,2,39.26,11220,1,D55056991,0
T0000894,100482,2024-01-24 16:15:23,153.66,healthcare,online,in_person,1,0,0.304,18,348,1,67.82,3141,1,D76972711,0
T0000915,100585,2024-12-11 18:06:30,360.92,healthcare,pos,ivr,0,0,0.421,2,1805,1,1.0,1811,0,D40866929,0
T0000811,100427,2025-04-20 19:56:45,123.73,restaurants,pos,in_person,1,0,0.581,46,299,3,250.56,24185,1,D33183189,0
T0000245,100146,2024-04-11 19:13:48,1008.6,gas,transfer,in_person,1,0,0.279,43,3085,1,171.73,3518,1,D28844175,1
T0000823,100201,2025-01-12 11:24:24,52.15,restaurants,atm,ivr,1,0,0.528,61,352,3,274.78,1397,1,D97948783,0
T0000322,100835,2024-01-16 23:14:55,125.01,electronics,pos,in_person,1,0,0.62,54,1297,3,148.24,5366,0,D86185326,0
T0000644,100127,2024-02-08 14:36:12,173.25,online_services,pos,mobile,0,0,0.409,45,3348,1,170.95,152,0,D56129439,1
T0000159,100690,2025-07-12 09:44:55,94.69,restaurants,pos,in_person,0,0,0.725,47,695,1,270.73,18536,1,D56516737,0
T0000978,100921,2025-06-02 17:04:13,102.4,entertainment,online,in_person,1,0,0.897,56,1060,3,1.0,9744,0,D70288708,0
T0000430,100477,2025-10-05 13:05:20,211.36,restaurants,pos,mobile,1,0,0.763,22,1212,5,74.61,3285,1,D66188363,0
T0000942,100203,2025-12-28 15:23:20,329.56,entertainment,online,in_person,1,0,0.241,28,170,3,71.59,6191,1,D72877413,0
T0000463,100229,2025-11-27 21:29:29,35.49,utilities,pos,ivr,1,0,0.769,33,2028,1,138.07,1168,1,D92368828,0
T0000310,100200,2025-02-16 19:32:43,705.62,electronics,pos,in_person,0,0,0.577,25,591,0,90.46,15606,1,D67862066,0
T0000698,100672,2025-02-26 00:02:25,62.35,electronics,atm,in_person,0,0,0.63,21,392,4,190.65,4772,1,D99111382,1
T0000061,100501,2024-12-21 02:36:11,32.64,restaurants,transfer,ivr,1,0,0.236,41,1407,1,1.0,3180,1,D71443165,0
T0000885,100667,2024-01-19 17:54:24,55.48,restaurants,online,in_person,0,0,0.523,25,303,1,241.24,43,1,D39652118,1
T0000596,100906,2024-06-19 12:56:00,101.37,electronics,online,web,1,0,0.28,41,3507,0,46.08,424,0,D37092428,1
T0000768,100953,2025-10-31 20:59:13,89.97,grocery,transfer,in_person,1,0,0.434,47,522,1,1.0,107,0,D68078772,1
T0000650,100401,2025-05-22 16:46:50,104.44,entertainment,pos,in_person,1,0,0.338,69,432,2,141.83,3890,1,D53093360,0
T0000651,100654,2024-03-03 07:08:31,782.93,grocery,pos,in_person,1,0,0.271,40,3650,2,1.0,8174,1,D11753741,0
T0000866,100461,2024-02-15 22:16:58,313.54,healthcare,atm,web,1,0,0.308,21,87,0,1.0,2261,0,D15678820,0
T0000669,100289,2025-12-24 23:24:37,92.72,restaurants,transfer,in_person,1,0,0.713,37,1650,1,1.0,516,0,D98549289,1
T0000299,100521,2024-12-30 19:13:23,30.54,electronics,pos,in_person,0,0,0.382,35,2509,0,250.99,3641,1,D31833410,0
T0000690,100059,2025-12-07 10:04:45,101.26,entertainment,atm,mobile,1,0,0.815,0,811,1,189.91,840,1,D22456957,1
T0000315,100236,2025-10-18 10:04:33,312.68,restaurants,online,mobile,1,0,0.495,0,1506,2,121.1,5149,1,D56788754,0
T0000311,100589,2024-07-06 03:29:46,428.23,restaurants,atm,in_person,1,0,0.704,45,1327,0,216.4,5995,1,D88758538,0
T0000362,100101,2025-10-02 23:47:01,209.57,utilities,pos,mobile,1,0,0.256,21,112,2,38.15,232,0,D33283734,1
T0000480,100223,2025-11-11 00:54:29,1537.49,gas,atm,mobile,0,0,0.889,51,1384,5,162.61,13577,1,D13580091,1
T0000111,100839,2025-08-09 04:11:57,219.42,grocery,online,in_person,1,1,0.68,43,2208,1,1.0,5670,1,D62097772,0
T0000990,100410,2024-09-24 00:19:32,96.11,grocery,online,in_person,1,0,0.797,14,187,5,165.21,11558,1,D96793482,0
T0000487,100655,2025-12-29 22:45:45,73.59,restaurants,pos,web,1,0,0.851,30,1301,3,1.0,2135,1,D16481868,0
T0000364,100577,2025-06-08 12:21:06,57.24,grocery,pos,ivr,1,0,0.719,35,194,3,1.0,4462,1,D64632684,0
T0000255,100978,2024-11-29 17:51:40,119.02,utilities,online,in_person,1,0,0.525,41,3650,1,190.07,77,1,D25837543,1
T0000260,100183,2024-02-22 04:36:26,43.06,gas,pos,in_person,1,0,0.565,0,404,0,8.98,1594,1,D71528430,0
T0000803,100918,2024-04-13 09:41:50,202.38,utilities,pos,in_person,1,0,0.23,30,125,0,110.03,33,1,D85831341,1
T0000678,100825,2024-04-22 09:40:17,216.63,online_services,pos,in_person,0,0,0.944,47,2403,2,44.96,4733,1,D55087873,0
T0000495,100349,2024-04-22 17:43:12,112.41,gas,atm,mobile,1,0,0.563,25,133,1,139.9,10177,1,D59133676,0
T0000671,100033,2024-06-24 11:48:56,300.77,utilities,atm,web,0,0,0.315,25,2583,1,68.96,8411,1,D55251666,0
T0000378,100015,2025-06-20 02:02:04,24.45,online_services,pos,ivr,0,0,0.583,100,1084,1,113.04,12546,0,D55076814,0
T0000527,100052,2025-09-25 18:08:28,549.79,travel,pos,in_person,1,0,0.578,88,2742,1,1.0,6476,0,D68897992,0
T0000846,100002,2024-01-21 22:02:47,206.22,restaurants,online,in_person,1,0,0.738,35,984,2,60.92,1353,0,D14656782,1
T0000138,100451,2024-08-08 10:48:19,315.55,travel,transfer,in_person,1,0,0.733,23,65,1,75.49,8714,0,D49370933,0
T0000356,100925,2024-09-25 09:08:40,183.02,electronics,online,in_person,0,0,0.304,20,1336,3,171.63,523,1,D67211565,1
T0000366,100265,2024-03-21 15:57:34,563.02,electronics,atm,mobile,1,0,0.252,81,335,0,117.45,2014,1,D93851452,1
T0000943,100163,2025-09-10 19:47:12,230.83,utilities,pos,in_person,0,0,0.305,44,895,2,1.0,5313,1,D69829804,0
T0000750,100623,2025-06-23 21:26:50,66.43,restaurants,pos,in_person,1,0,0.594,41,51,1,252.27,330,1,D74857014,1
T0000949,100204,2025-05-03 06:43:01,209.47,gas,pos,ivr,1,0,0.376,47,1320,2,106.24,3347,1,D39277844,1
T0000830,100902,2024-05-19 19:54:33,13.39,online_services,pos,in_person,1,0,0.912,0,42,2,42.83,5138,1,D85272027,0
T0000657,100394,2024-03-10 12:26:00,67.89,grocery,online,in_person,0,0,0.65,60,3650,2,297.06,624,0,D17908323,1
T0000200,100808,2025-01-23 12:49:39,128.11,grocery,atm,in_person,1,0,0.323,100,3650,2,65.82,1005,0,D45007020,1
T0000214,100240,2025-01-28 07:35:08,95.99,grocery,pos,in_person,0,0,0.86,22,388,2,238.38,4677,0,D22692765,1
T0000409,100715,2025-11-18 22:58:36,24.69,restaurants,pos,mobile,1,0,0.473,30,459,2,6.18,1524,1,D69257570,0
T0000333,100408,2025-10-06 09:51:38,79.12,gas,transfer,in_person,1,0,0.686,43,1051,1,47.28,2415,0,D99760493,0
T0000209,100807,2024-05-22 14:53:57,67.33,restaurants,online,web,1,0,0.425,26,1136,2,55.14,1545,1,D38817475,0
T0000614,100114,2024-06-13 13:46:18,221.78,utilities,online,in_person,0,0,0.385,70,305,2,1.0,22396,1,D40410307,0
T0000079,100416,2025-12-15 22:44:52,260.61,electronics,pos,ivr,0,0,0.692,39,846,4,234.18,11344,1,D63618821,0
T0000030,100249,2025-03-02 17:16:13,218.71,restaurants,online,in_person,1,0,0.48,39,103,1,65.05,11505,1,D32117602,0
T0000536,100242,2025-11-25 20:40:59,263.41,grocery,pos,web,1,0,0.771,23,274,6,344.4,3719,0,D47458662,1
T0000696,100298,2024-12-17 17:57:48,73.39,entertainment,atm,in_person,0,0,0.902,12,519,1,225.14,894,1,D73897698,1
T0000558,100393,2025-09-21 19:50:10,58.61,restaurants,pos,in_person,0,0,0.804,23,613,5,21.68,4795,1,D87749681,0
T0000837,100722,2024-01-25 00:28:06,110.65,travel,atm,mobile,1,0,0.353,33,376,1,212.33,3433,1,D74914568,1
T0000597,100924,2024-06-30 23:38:53,92.9,travel,atm,in_person,0,0,0.924,10,2235,3,90.51,3456,1,D78998650,0
T0000166,100771,2025-12-25 15:34:01,65.85,electronics,pos,web,1,0,0.771,63,307,3,130.73,209,1,D86805194,1
T0000919,100936,2025-06-02 07:23:14,506.28,grocery,online,mobile,0,1,0.736,0,25,1,122.2,1527,1,D69437984,1
T0000496,100215,2025-07-20 01:20:03,344.46,restaurants,pos,mobile,1,0,0.237,52,3503,0,216.52,8643,1,D61117908,1
